time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2020-05-03 08:30:15.781 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300831690752,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26168736,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:31:15.786 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300827758592,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26598656,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:32:15.793 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300821164032,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26598656,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:33:15.800 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300884910080,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26842320,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:34:15.804 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300889661440,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27649000,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:35:15.809 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300877213696,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27649000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:36:15.815 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300891324416,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27892664,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:37:15.818 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300876709888,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,28550880,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:38:15.826 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300875890688,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,28550880,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:39:15.832 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300882628608,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,28550880,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:40:15.838 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300894466048,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,28794544,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:41:15.846 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300900278272,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,29452592,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:42:15.853 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300905873408,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,29452592,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:43:15.856 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300896456704,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,29696256,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:44:15.858 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300901658624,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,30126136,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:45:15.864 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300901765120,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,30355088,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:46:15.867 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,300892454912,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,30355088,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:47:15.873 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301970653184,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,31028688,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:48:15.880 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301973581824,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,31256888,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:49:15.883 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301978177536,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,31256888,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:50:15.889 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301966127104,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,31500552,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:51:15.894 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301967609856,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,31930496,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:52:15.903 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301968486400,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,32158744,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:53:15.907 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301976166400,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,32158744,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:54:15.915 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301965856768,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,32832248,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:55:15.922 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301967654912,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,32832248,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:56:15.930 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301983764480,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,33060416,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:57:15.945 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301969563648,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,33733856,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:58:15.950 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301982416896,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,33733856,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 08:59:15.985 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301975621632,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,33733856,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:00:15.996 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301977079808,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,34635552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:01:16.001 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301979045888,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,34635552,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:02:16.008 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301979815936,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,34635552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:03:16.016 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301980512256,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,34864424,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:04:16.019 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301987016704,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,35537912,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:05:16.028 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301991591936,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,35537912,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:06:16.042 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301992235008,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,35537912,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:07:16.052 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301991256064,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,36439640,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:08:16.061 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301993164800,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,36439640,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:09:16.067 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301993766912,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,36439640,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:10:16.081 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,301993525248,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,36869520,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:11:16.091 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,302016131072,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,37341280,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 09:12:16.097 UTC, ,125,3160029,1080,14064,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,302004080640,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1588457900084, , , , ,3145728,1376, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,37341280,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
